sku_id,name,category,unit_cost,lead_time_days,lead_time_std_days,service_level,current_stock,month,quantity
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-01-01,456
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-02-01,124
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-03-01,201
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-04-01,177
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-05-01,271
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-06-01,175
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-07-01,765
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-08-01,383
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-09-01,202
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-10-01,122
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-11-01,142
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2024-12-01,176
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-01-01,204
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-02-01,218
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-03-01,381
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-04-01,261
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-05-01,242
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-06-01,276
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-07-01,251
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-08-01,381
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-09-01,358
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-10-01,204
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-11-01,238
SKU-001,전기차 배터리 하우징,전장부품,147.6,52.59,13.9,0.95,55,2025-12-01,358
SKU-002,차량용 반도체 MCU,구동부품,199.8,56.31,11.79,0.95,22,2024-01-01,234
SKU-002,차량용 반도체 MCU,구동부품,199.8,56.31,11.79,0.95,22,2024-02-01,447
SKU-002,차량용 반도체 MCU,구동부품,199.8,56.31,11.79,0.95,22,2024-03-01,187
SKU-002,차량용 반도체 MCU,구동부품,199.8,56.31,11.79,0.95,22,2024-04-01,251
SKU-002,차량용 반도체 MCU,구동부품,199.8,56.31,11.79,0.95,22,2024-05-01,393
SKU-002,차량용 반도체 MCU,구동부품,199.8,56.31,11.79,0.95,22,2024-06-01,293
SKU-002,차량용 반도체 MCU,구동부품,199.8,56.31,11.79,0.95,22,2024-07-01,107
